sales,product,quantity,total_price,no_of_items_sold,profits,loss,profits_status,loss_status,sales_date,customer_id,product_id,customer_country,customer_postal_code,category,transaction_id,payment_method
414,Compact Dishwasher,100,7963.05,987,3323.45,1160.7,profitable,high,9/22/2021,414,414,Sweden,178 54,groceries,414,credit card
415,Puff Pastry,205,5561.64,894,-483.77,-3404.29,profitable,low,8/5/2021,415,415,China,,electronics,415,online payment
416,Plant Growing Kit,767,2450.72,782,-523.6,2126.06,loss-making,medium,5/10/2021,416,416,Japan,981-3311,electronics,416,online payment
417,Almond Flour Brownies,160,1344.33,51,1210.59,4257.46,loss-making,high,1/30/2021,417,417,Thailand,30110,electronics,417,cash
418,Bluetooth Headphones,132,2815.54,22,3048.71,3012.83,loss-making,medium,12/2/2021,418,418,Vietnam,,clothing,418,cash
419,Honey Garlic Sauce,1,4784.26,427,2637.95,-834.12,loss-making,medium,10/11/2021,419,419,Curacao,,clothing,419,online payment
420,Heart-Shaped Baking Molds,651,1842.13,156,-372.56,-4588.86,break-even,medium,11/12/2021,420,420,Russia,694440,groceries,420,credit card
421,Vegan Protein Powder,725,2343.87,476,2260.04,613.5,break-even,high,9/13/2021,421,421,Japan,689-2352,groceries,421,cash
422,Non-Stick Crepe Pan,952,4716.26,653,4395.77,4065.16,loss-making,low,12/18/2021,422,422,Philippines,2430,groceries,422,cash
423,Electric Opener for Jars and Bottles,398,1831.9,979,738.67,-2003.67,profitable,medium,9/21/2021,423,423,China,,electronics,423,online payment
424,Bamboo Cutting Board,519,9844.02,354,23.38,803.31,break-even,high,3/6/2021,424,424,Russia,142152,groceries,424,credit card
425,Mango Chili Salsa,30,2042.76,77,-900.69,817.67,break-even,low,2/27/2021,425,425,Greece,,groceries,425,online payment
426,Desk Lamp with USB Port,377,1657.75,316,1824.3,-216.55,break-even,high,10/20/2021,426,426,Philippines,9611,clothing,426,cash
427,Bike Helmet,147,1123.68,281,2013.46,4807.48,loss-making,medium,10/13/2021,427,427,Indonesia,,groceries,427,online payment
428,Potting Soil,730,6835.3,593,3659.29,-3265.85,profitable,medium,5/2/2021,428,428,Vietnam,,electronics,428,cash
429,Garden Kneeler and Seat,32,4539.19,624,4685.67,-4351.76,break-even,medium,7/14/2021,429,429,Malaysia,15517,groceries,429,cash
430,High-Low Hem Tee,155,6765.33,606,4233.17,822.59,profitable,high,7/4/2021,430,430,China,,electronics,430,online payment
431,Cherry Almond Protein Bar,279,9713.35,22,4672.99,4319.77,break-even,high,5/7/2021,431,431,Ukraine,,groceries,431,online payment
432,Electric Toothbrush,251,5505.29,973,2715.11,4482.0,break-even,high,2/21/2021,432,432,Greece,,electronics,432,cash
433,Carrot and Celery Sticks,677,2864.09,846,-315.38,-3187.21,loss-making,low,9/6/2021,433,433,China,,clothing,433,cash
434,Sea Salt Caramel Brownie,995,9456.75,547,4759.99,-2104.77,break-even,high,12/20/2021,434,434,Nigeria,,groceries,434,online payment
435,Vegetable Medley,415,601.58,378,211.31,2524.34,break-even,high,5/31/2021,435,435,China,,electronics,435,cash
436,Herb-Infused Olive Oil,94,5930.93,412,858.33,-3965.74,profitable,low,5/7/2021,436,436,Democratic Republic of the Congo,,groceries,436,cash
437,Asian Stir-Fry Kit,51,4230.27,793,313.45,-2161.85,profitable,low,11/14/2021,437,437,Russia,352620,groceries,437,cash
438,Guitar Tuner,913,4853.11,771,146.0,289.83,profitable,high,3/16/2021,438,438,Tanzania,,electronics,438,credit card
439,Sweet Potatoes (organic),859,8821.66,432,1934.2,-4147.31,profitable,low,12/8/2021,439,439,Philippines,6211,groceries,439,credit card
440,Mixed Nuts,723,9939.95,608,-162.95,225.9,profitable,high,11/1/2021,440,440,China,,electronics,440,cash
441,Vegetable Stir-Fry Kit,464,9970.0,304,2792.0,-1932.59,break-even,low,1/3/2021,441,441,China,,electronics,441,online payment
442,Ramen Noodle Soup Cups,706,4031.45,485,370.05,-574.3,loss-making,high,12/9/2021,442,442,Israel,,electronics,442,online payment
443,Peanut Butter Protein Balls,214,1223.87,5,2130.29,2166.57,loss-making,high,8/22/2021,443,443,Portugal,5430-236,clothing,443,online payment
444,Peach Slices in Syrup,617,8585.84,67,2813.04,-4190.11,profitable,high,12/17/2021,444,444,China,,groceries,444,cash
445,Smart Water Bottle with Hydration Reminder,789,8072.04,620,4246.73,-3330.86,profitable,low,12/3/2021,445,445,Indonesia,,groceries,445,cash
446,Wireless Earbuds,633,6429.48,716,3526.33,-4149.29,loss-making,medium,4/3/2021,446,446,Japan,506-2118,groceries,446,cash
447,Classic Black Trousers,844,1202.77,763,3814.55,582.68,break-even,high,10/12/2021,447,447,Brazil,89280-000,groceries,447,online payment
448,Savory Breakfast Sausage,880,2279.93,785,-146.06,1361.06,break-even,high,12/7/2021,448,448,North Korea,,clothing,448,cash
449,Mesh Sports Leggings,593,778.13,689,1671.79,2815.43,break-even,high,3/10/2021,449,449,France,03104 CEDEX,electronics,449,cash
450,Electric Wax Warmer,962,1563.4,155,3543.49,3897.06,break-even,medium,8/21/2021,450,450,Colombia,473029,groceries,450,cash
451,Karaoke Microphone,261,2916.58,786,1435.27,3747.99,loss-making,high,9/18/2021,451,451,South Africa,9580,electronics,451,online payment
452,Strawberry Rhubarb Jam,748,6315.19,800,1721.36,1451.78,break-even,medium,11/26/2021,452,452,China,,groceries,452,online payment
453,Portable Refrigerator Freezer,142,2985.61,788,381.14,-3739.78,loss-making,high,9/19/2021,453,453,Brazil,92500-000,clothing,453,credit card
454,Spiced Pumpkin Soup,790,6585.55,959,986.93,635.9,loss-making,high,11/30/2021,454,454,Russia,162811,clothing,454,cash
455,Underwater Camera,584,7742.61,144,4088.49,4330.51,loss-making,high,11/4/2021,455,455,France,24212 CEDEX,groceries,455,cash
456,Ricotta Cheese,744,1136.06,66,2879.97,265.67,loss-making,medium,2/13/2021,456,456,Nigeria,,electronics,456,credit card
457,Blackberry Jam,256,4664.55,453,2009.15,-2307.86,break-even,medium,12/4/2021,457,457,Greece,,clothing,457,online payment
458,Cotton Pajama Set,217,8624.19,5,1536.77,4204.39,loss-making,medium,10/20/2021,458,458,France,03104 CEDEX,clothing,458,credit card
459,Raisin Cinnamon Granola,178,3958.2,177,166.73,3379.71,profitable,medium,4/21/2021,459,459,Poland,58-562,electronics,459,cash
460,Canned Black Beans,536,6258.12,809,526.85,2970.94,loss-making,high,3/24/2021,460,460,Indonesia,,electronics,460,online payment
461,Golf Putting Green,118,7228.27,856,3433.2,2817.95,profitable,high,5/29/2021,461,461,Poland,32-020,clothing,461,cash
462,Frozen Mixed Vegetables,412,496.14,917,-903.98,-4358.76,loss-making,low,12/6/2021,462,462,Indonesia,,groceries,462,online payment
463,High-Quality Yoga Block,228,4250.94,510,4138.19,-559.49,profitable,low,4/24/2021,463,463,Russia,676776,groceries,463,online payment
464,Interactive Plush Toy,362,262.75,929,788.88,-3899.37,break-even,medium,9/14/2021,464,464,Philippines,4311,clothing,464,credit card
465,Decorative Throw Blanket,103,2549.47,456,4720.93,2870.61,loss-making,low,9/19/2021,465,465,Israel,,groceries,465,credit card
466,Bamboo Toothbrush Holder,867,4067.86,961,4477.33,-3632.87,loss-making,low,11/16/2021,466,466,Uruguay,,groceries,466,online payment
467,Smashed Avocado with Lime,534,3064.38,893,135.39,1659.54,loss-making,high,9/26/2021,467,467,Belarus,,clothing,467,online payment
468,Chili Powder,731,8164.79,69,2986.49,4445.24,break-even,high,2/9/2021,468,468,Czech Republic,294 21,groceries,468,cash
469,Puzzle Mat,883,8749.07,789,3210.77,1826.72,profitable,medium,4/21/2021,469,469,Indonesia,,clothing,469,online payment
470,Banana Chips,409,8756.41,623,3983.9,-4185.32,profitable,low,3/24/2021,470,470,Sweden,745 38,clothing,470,online payment
471,Ceramic Bakeware Set,985,6807.76,497,3127.29,-1173.45,loss-making,low,11/28/2021,471,471,China,,electronics,471,online payment
472,Gardening Gloves with Claws,342,7914.83,467,3178.65,646.87,break-even,medium,11/13/2021,472,472,France,69446 CEDEX 03,groceries,472,cash
473,Pasta Maker Machine,39,7059.83,356,-196.17,-3943.93,loss-making,medium,1/22/2021,473,473,Philippines,4701,groceries,473,online payment
474,Coconut Bowls Set,884,6029.32,303,3557.24,-4929.33,break-even,medium,11/13/2021,474,474,Sweden,165 60,electronics,474,credit card
475,Tomato Basil Soup,519,7331.31,673,927.67,3741.86,profitable,high,2/6/2021,475,475,Thailand,77150,clothing,475,cash
476,Pasta Primavera Kit,789,4013.74,95,4551.42,372.47,profitable,low,1/10/2021,476,476,Bulgaria,3320,groceries,476,cash
477,Organic Green Apples,704,5533.75,615,749.12,506.16,break-even,medium,10/26/2021,477,477,Sweden,126 41,electronics,477,online payment
478,Beef Chili,773,3752.14,622,1285.91,-2136.6,loss-making,low,5/17/2021,478,478,France,77504 CEDEX,clothing,478,credit card
479,Bamboo Bathtub Caddy,111,8525.62,430,1110.38,3426.68,break-even,high,10/1/2021,479,479,Brazil,44880-000,clothing,479,online payment
480,Canvas Tote Bag,756,3377.33,191,3893.19,-2259.85,break-even,medium,4/6/2021,480,480,Chile,,electronics,480,online payment
481,Honey Sesame Cashews,53,5337.77,368,4100.87,-4214.07,loss-making,high,4/9/2021,481,481,Indonesia,,electronics,481,credit card
482,Turmeric Ginger Tea,198,7220.91,543,1399.67,-1796.69,profitable,high,6/18/2021,482,482,Russia,169635,groceries,482,online payment
483,Smoked Paprika Chicken Thighs,445,3060.64,978,2350.73,3705.48,break-even,medium,9/19/2021,483,483,Philippines,7104,groceries,483,online payment
484,Honey BBQ Riblets,975,3558.4,928,653.42,395.11,loss-making,high,12/24/2021,484,484,Luxembourg,L-9359,clothing,484,credit card
485,Teriyaki Beef Strips,254,6722.3,147,3615.38,-3971.94,loss-making,low,8/16/2021,485,485,Honduras,,electronics,485,cash
486,LED Strip Lights,402,4211.18,32,-420.21,4270.88,profitable,low,4/18/2021,486,486,Japan,419-0125,groceries,486,online payment
487,Ceramic Bakeware Set,347,4051.03,355,4040.49,838.78,profitable,medium,5/20/2021,487,487,China,,electronics,487,online payment
488,Caribbean Jerk Marinade,998,107.77,409,3889.13,-306.75,loss-making,low,1/16/2021,488,488,Sweden,683 24,groceries,488,credit card
489,Wall-Mounted Spice Rack,773,8599.96,681,1052.78,4475.84,profitable,low,2/27/2021,489,489,China,,clothing,489,credit card
490,Pumpkin Seeds,326,8827.65,134,-357.55,-2263.64,profitable,high,9/12/2021,490,490,Dominican Republic,11205,groceries,490,cash
491,Portable Ice Maker,123,1696.9,703,3385.79,-155.95,break-even,high,4/21/2021,491,491,Australia,5899,groceries,491,credit card
492,High-Quality Yoga Mat,209,4258.89,273,-731.76,-4107.56,loss-making,high,9/1/2021,492,492,Argentina,3540,clothing,492,online payment
493,Classic Leather Wallet,565,4212.57,929,3457.95,-750.64,break-even,medium,2/5/2021,493,493,Poland,64-980,electronics,493,online payment
494,Basmati Rice,123,8340.55,616,1034.34,3396.12,break-even,medium,9/9/2021,494,494,Greece,,groceries,494,credit card
495,Electric Rice Cooker with Steamer,742,3607.56,945,-950.26,2648.69,loss-making,low,10/14/2021,495,495,Poland,06-513,electronics,495,credit card
496,Spinach Feta Wraps,400,8257.98,822,-930.35,78.87,profitable,medium,9/24/2021,496,496,Poland,97-280,electronics,496,online payment
497,Portable Camping Shower,80,3096.73,788,1953.31,-4383.03,loss-making,low,2/3/2021,497,497,Indonesia,,groceries,497,cash
498,Red Lentil Pasta,747,3878.68,105,4463.93,2092.44,loss-making,high,6/26/2021,498,498,Morocco,,clothing,498,credit card
499,Zesty Garlic Hummus,685,2524.71,731,810.27,1619.23,profitable,low,1/26/2021,499,499,Norway,3519,electronics,499,online payment
500,Classic Vanilla Fudge,719,1405.0,508,4791.92,-262.11,break-even,medium,6/3/2021,500,500,China,,clothing,500,online payment
501,Smartphone Stand,824,6057.58,710,779.45,825.01,loss-making,high,12/22/2021,501,501,Paraguay,,clothing,501,online payment
502,Maple Cinnamon Almonds,982,6876.96,877,1805.78,4907.13,profitable,medium,2/11/2021,502,502,Laos,,electronics,502,cash
503,Honey Ginger Tea,488,3716.02,646,-598.97,-3065.44,profitable,medium,11/13/2021,503,503,France,33911 CEDEX 9,groceries,503,credit card
504,Classic Leather Wallet,849,2299.18,479,-832.39,2296.66,loss-making,medium,12/9/2021,504,504,Latvia,,electronics,504,online payment
505,French Bread,615,3456.46,698,-144.91,2034.07,break-even,high,3/16/2021,505,505,France,92036 CEDEX,clothing,505,cash
506,Frozen Cauliflower Rice,490,7024.79,733,4029.56,142.19,break-even,high,5/18/2021,506,506,Pakistan,77041,electronics,506,cash
507,Vegetable Chips,318,4716.76,774,531.71,-777.42,break-even,high,1/12/2021,507,507,Cameroon,,electronics,507,cash
508,Vegetable Pizza Rolls,725,9758.09,70,2754.57,-4164.86,profitable,low,12/26/2021,508,508,Canada,M2K,electronics,508,online payment
509,Dried Cranberries,562,7741.32,73,3177.86,1145.66,profitable,high,1/13/2021,509,509,France,92174 CEDEX,clothing,509,credit card
510,Toilet Paper (12 rolls),342,3590.85,444,2761.58,-3223.68,loss-making,high,2/6/2021,510,510,Venezuela,,electronics,510,online payment
511,Sliced Strawberries,142,2301.18,728,473.18,4008.55,loss-making,medium,1/17/2021,511,511,Nigeria,,electronics,511,online payment
512,Elegant Maxi Skirt,207,5862.18,551,-870.37,-3940.51,break-even,high,4/22/2021,512,512,Indonesia,,clothing,512,credit card
513,Balsamic Vinaigrette,957,9292.76,42,2428.53,274.2,profitable,low,3/21/2021,513,513,Israel,,clothing,513,cash
514,Terry Cloth Robe,886,6697.02,345,-114.96,2655.86,break-even,high,4/23/2021,514,514,Russia,456505,clothing,514,credit card
515,Savory Trail Mix,687,6768.7,396,119.32,-4778.55,profitable,medium,11/16/2021,515,515,China,,groceries,515,credit card
516,Window Bird Feeder with Suction Cups,313,5976.67,253,4490.59,-2640.66,break-even,low,12/4/2021,516,516,Mauritania,,clothing,516,credit card
517,Organic Almonds,805,4694.57,966,2254.46,1055.48,break-even,medium,9/21/2021,517,517,Indonesia,,clothing,517,online payment
518,Almond Joy Snack Bars,794,4019.42,90,3054.46,4819.66,profitable,high,2/9/2021,518,518,Poland,62-510,clothing,518,credit card
519,Vegetable Lentil Soup,522,7941.38,459,-817.31,3723.56,profitable,low,10/31/2021,519,519,Brazil,39550-000,groceries,519,cash
520,Sweet Potato & Kale Hash,565,6306.93,912,1217.46,-2168.68,loss-making,medium,11/19/2021,520,520,Indonesia,,electronics,520,online payment
521,Chilli Lime Corn on the Cob,263,6695.14,267,156.27,-15.19,break-even,medium,3/3/2021,521,521,Bosnia and Herzegovina,,groceries,521,cash
522,Digital Alarm Clock,315,996.05,257,23.79,3123.53,profitable,high,7/15/2021,522,522,China,,groceries,522,cash
523,Vegan Mayonnaise,55,5792.52,812,3682.42,-3132.43,break-even,low,1/29/2021,523,523,Saint Martin,,electronics,523,online payment
524,Portable Charger with Solar Panel,705,4659.21,516,839.8,3486.49,break-even,low,12/3/2021,524,524,Latvia,,electronics,524,online payment
525,Garlic and Herb Rub,709,66.05,997,4352.62,3251.89,break-even,medium,2/25/2021,525,525,Sudan,,clothing,525,online payment
526,Cabbage,528,667.36,195,4766.09,-3349.84,break-even,low,7/26/2021,526,526,Peru,,clothing,526,cash
527,Fruit Medley Juice,325,772.61,203,3489.43,-2714.74,loss-making,low,7/6/2021,527,527,Poland,73-231,groceries,527,online payment
528,Balsamic Vinaigrette,911,8911.57,388,4780.25,2320.12,profitable,high,1/3/2021,528,528,Russia,361327,groceries,528,online payment
529,Smart Light Bulbs,882,1175.53,962,3427.0,325.62,profitable,low,12/26/2021,529,529,China,,groceries,529,credit card
530,Pumpkin Spice Pancake Mix,810,7105.1,2,724.6,154.97,loss-making,medium,4/29/2021,530,530,Philippines,2207,electronics,530,online payment
531,Wall-Mounted Organizer,882,8057.22,758,3296.6,272.17,loss-making,low,10/30/2021,531,531,China,,groceries,531,online payment
532,Electric Griddle with Removable Plates,161,7498.51,33,2771.99,911.81,break-even,medium,8/12/2021,532,532,China,,electronics,532,cash
533,Almond Butter Granola Bars,258,6782.65,241,3479.96,-4876.29,break-even,medium,1/17/2021,533,533,Thailand,11120,groceries,533,online payment
534,Measuring Cups Set,494,3626.68,455,3023.58,-2191.64,loss-making,medium,12/1/2021,534,534,China,,clothing,534,credit card
535,Digital Food Scale,343,2749.07,973,3870.82,1351.29,loss-making,high,8/14/2021,535,535,Philippines,4026,groceries,535,online payment
536,Phone Screen Protector,906,2094.18,992,2415.89,-2044.08,profitable,medium,8/8/2021,536,536,El Salvador,,clothing,536,credit card
537,Brussels Sprouts,598,7549.19,746,4033.02,-1339.86,profitable,medium,11/16/2021,537,537,Russia,182647,electronics,537,cash
538,Wireless Music Receiver,719,833.84,719,1987.57,16.27,loss-making,high,12/19/2021,538,538,Croatia,43211,groceries,538,credit card
539,Pepper Jack Cheese Slices,835,4596.17,757,1417.04,-4095.24,break-even,high,2/7/2021,539,539,China,,electronics,539,online payment
540,Chocolate Hazelnut Spread,639,4361.27,620,2710.14,-3433.92,break-even,high,7/30/2021,540,540,China,,groceries,540,online payment
541,Skincare Fridge,605,1240.87,133,1024.13,580.11,profitable,medium,8/16/2021,541,541,Russia,403538,clothing,541,online payment
542,Travel Pillow,392,3573.92,703,4439.22,143.22,break-even,medium,7/24/2021,542,542,Mexico,86723,clothing,542,cash
543,Asian Stir-Fry Vegetables,280,2856.39,764,1517.87,-1296.87,break-even,high,12/16/2021,543,543,Moldova,MD-5840,clothing,543,online payment
544,Tomato Basil Soup,475,3631.35,588,128.68,-2465.45,loss-making,medium,7/3/2021,544,544,Bulgaria,5844,groceries,544,cash
545,DIY Candle Kit,910,9089.93,707,644.08,-2063.91,profitable,high,6/10/2021,545,545,Peru,,electronics,545,credit card
546,Black Olives,176,6814.46,875,3296.47,822.68,profitable,low,12/22/2021,546,546,China,,groceries,546,online payment
547,Almond Crunch Granola Bars,740,4078.71,550,3926.49,-3116.83,loss-making,medium,3/2/2021,547,547,Gabon,,clothing,547,cash
548,Baking Soda,324,5339.75,202,2182.52,3963.02,break-even,high,8/6/2021,548,548,Philippines,6344,groceries,548,online payment
549,Classic Baseball Cap,784,4561.93,1,3095.48,112.41,profitable,low,3/27/2021,549,549,Mexico,88680,groceries,549,online payment
550,Raspberry Lemonade Mix,956,7810.68,587,2360.23,4395.01,loss-making,medium,2/5/2021,550,550,China,,clothing,550,online payment
551,Spicy Tuna Sushi Kit,426,3194.09,522,244.32,-4597.57,profitable,high,3/3/2021,551,551,Peru,,clothing,551,cash
552,Italian Herb Balsamic Marinade,630,7374.65,569,518.79,-4097.91,break-even,low,8/17/2021,552,552,Argentina,7630,electronics,552,credit card
553,Kids' Craft Supplies Set,126,8487.44,157,4011.69,-1925.18,profitable,low,12/15/2021,553,553,Kazakhstan,,clothing,553,credit card
554,Electric Bike,884,3057.06,580,528.68,4141.82,break-even,medium,8/31/2021,554,554,Czech Republic,584 01,groceries,554,cash
555,Vegan chocolate chip cookies,910,8804.93,624,1778.33,-4104.35,profitable,low,8/16/2021,555,555,Poland,63-005,electronics,555,credit card
556,Pet Hair Vacuum Attachment,147,2132.28,526,4617.27,86.85,profitable,high,1/6/2021,556,556,Philippines,3110,groceries,556,cash
557,Laptop Sleeve,846,6714.52,492,1819.67,-2222.73,break-even,high,6/20/2021,557,557,Kazakhstan,,electronics,557,credit card
558,Silicone Baking Cups,567,1070.13,161,3697.96,-2532.96,loss-making,medium,12/8/2021,558,558,United States,33673,electronics,558,credit card
559,Safety Goggles,620,6242.01,593,570.83,-3292.86,profitable,low,7/9/2021,559,559,Japan,839-1301,clothing,559,online payment
560,Blueberry Chia Jam,123,4595.81,644,1033.31,-1853.67,loss-making,low,6/26/2021,560,560,Democratic Republic of the Congo,,electronics,560,cash
561,Mango Chili Salsa,245,991.96,634,4279.59,-733.01,loss-making,medium,2/28/2021,561,561,Guinea,,groceries,561,credit card
562,Turmeric Ginger Tea,972,6024.69,65,1462.65,-2299.25,profitable,high,11/23/2021,562,562,Morocco,,groceries,562,online payment
563,Sliced Provolone Cheese,706,1352.63,262,4991.77,-3321.41,loss-making,low,3/28/2021,563,563,Brazil,35000-000,clothing,563,credit card
564,Fruit Infuser Water Bottle,536,6228.61,868,932.27,-2024.06,loss-making,low,4/25/2021,564,564,Czech Republic,561 81,groceries,564,online payment
565,Applewood Smoked Bacon,424,6014.95,915,-685.8,598.6,profitable,low,10/17/2021,565,565,Argentina,4206,clothing,565,online payment
566,Lentil Vegetable Curry,274,6092.33,271,1072.04,-4139.51,loss-making,medium,11/2/2021,566,566,Russia,184389,groceries,566,credit card
567,Dog Training Collar,816,5961.58,781,204.78,-1729.59,profitable,medium,10/31/2021,567,567,China,,electronics,567,cash
568,Luxury Yoga Mat,449,2679.82,558,4883.56,-1400.3,profitable,medium,6/15/2021,568,568,China,,electronics,568,online payment
569,Skincare Set,156,5863.42,538,4134.35,-4586.76,break-even,high,7/3/2021,569,569,China,,groceries,569,online payment
570,Lentil Vegetable Stew,975,7717.19,370,1058.98,-2699.58,loss-making,medium,12/21/2021,570,570,China,,electronics,570,online payment
571,Rechargeable Battery Organizer,526,6952.07,139,2120.11,-2866.3,loss-making,low,9/5/2021,571,571,Benin,,groceries,571,online payment
572,Stainless Steel Water Pitcher,300,424.0,23,3187.92,-1884.63,break-even,high,8/18/2021,572,572,North Korea,,clothing,572,online payment
573,Adjustable Stand for Tablets and Smartphones,676,6643.4,980,4962.46,-737.79,profitable,medium,4/18/2021,573,573,South Korea,,groceries,573,cash
574,Greek Yogurt Parfait,691,2611.26,171,1568.12,3612.14,profitable,low,12/15/2021,574,574,Iran,,clothing,574,cash
575,Cotton Tote Bag Set,726,985.19,179,1735.98,1329.16,profitable,low,9/6/2021,575,575,Haiti,,clothing,575,cash
576,Vegetable Stock,594,9762.16,112,-105.24,-1749.88,profitable,low,11/10/2021,576,576,China,,electronics,576,cash
577,Overnight Hiking Backpack,403,3313.36,381,2926.16,-1681.01,profitable,low,1/5/2021,577,577,Indonesia,,clothing,577,cash
578,Chili Lime Shrimp,809,7605.88,471,1488.27,1936.25,break-even,low,1/29/2021,578,578,Czech Republic,411 86,groceries,578,online payment
579,Basil Lemonade,434,8141.62,962,1286.81,-1350.17,loss-making,low,5/18/2021,579,579,Morocco,,electronics,579,online payment
580,Linen Trousers,537,8477.93,473,2156.73,-1765.7,break-even,medium,4/29/2021,580,580,China,,groceries,580,online payment
581,Caribbean Jerk Marinade,152,855.45,629,1101.54,144.19,break-even,low,10/5/2021,581,581,Bhutan,,electronics,581,online payment
582,Camera Lens Cleaning Kit,670,7548.82,362,722.73,2774.53,loss-making,high,2/13/2021,582,582,Argentina,4152,clothing,582,cash
583,Stainless Steel Straws,539,2781.04,705,2114.69,-2682.2,loss-making,high,6/14/2021,583,583,China,,electronics,583,cash
584,Kids' Outdoor Explorer Kit,86,2186.53,619,2810.8,1580.38,profitable,low,12/26/2021,584,584,Indonesia,,clothing,584,online payment
585,Multi-Layer Food Steamer,465,2320.32,241,2119.32,3347.39,profitable,low,1/26/2021,585,585,United States,95064,clothing,585,online payment
586,Rolling Cooler,164,6733.92,928,2432.45,-88.9,loss-making,low,1/20/2021,586,586,Indonesia,,groceries,586,cash
587,Cinnamon Rolls,422,2605.9,456,2062.18,-1143.27,profitable,high,7/16/2021,587,587,Belarus,,electronics,587,cash
588,Chicken Broth,102,1146.12,158,4716.39,226.79,profitable,medium,3/25/2021,588,588,Canada,H5B,groceries,588,credit card
589,Californian Raisins,467,4623.86,871,4043.13,-2460.47,loss-making,high,11/4/2021,589,589,Russia,674250,groceries,589,credit card
590,Hand Crank Blender,127,2314.49,933,3878.18,943.88,profitable,high,8/23/2021,590,590,Malta,FRN,groceries,590,credit card
591,Pet Activity Tracker,129,6757.28,435,309.23,221.3,break-even,high,3/7/2021,591,591,Philippines,4221,electronics,591,online payment
592,Beef Enchilada Casserole,391,9996.99,731,-489.06,-3329.05,profitable,low,11/29/2021,592,592,China,,electronics,592,cash
593,Kids' Activity Book,993,8506.16,253,2967.51,2407.35,profitable,low,5/26/2021,593,593,Pakistan,36121,groceries,593,cash
594,Portable Solar Generator,525,8773.71,522,4007.99,-4333.34,profitable,low,7/8/2021,594,594,Portugal,5090-017,groceries,594,credit card
595,Spicy Snack Mix,482,9056.96,252,4799.92,-4785.79,break-even,low,1/23/2021,595,595,United Kingdom,WF9,groceries,595,credit card
596,LED Strip Lights Kit,856,7052.99,318,-456.24,1331.97,loss-making,low,9/28/2021,596,596,United States,75287,clothing,596,cash
597,Electric Griddle with Removable Plates,489,5955.68,554,2377.91,4918.38,loss-making,high,11/23/2021,597,597,Poland,24-320,clothing,597,credit card
598,Casual Long Cardigan,854,3809.68,145,2947.18,2398.56,loss-making,medium,5/9/2021,598,598,Czech Republic,671 24,electronics,598,credit card
599,Fitness Tracker Band,934,5570.84,545,3328.26,-595.69,profitable,high,7/26/2021,599,599,Indonesia,,groceries,599,cash
600,Vegetarian Stir Fry Sauce,560,2413.99,592,1922.68,4955.94,profitable,low,1/7/2021,600,600,Bulgaria,2281,electronics,600,online payment
601,Rice Pilaf Mix,141,4654.21,608,-494.16,1963.01,break-even,medium,10/19/2021,601,601,Philippines,9019,groceries,601,cash
602,High-Speed HDMI Cable,797,1146.45,413,2092.82,1558.88,loss-making,low,12/28/2021,602,602,Ireland,P31,electronics,602,credit card
603,Self-Cleaning Cat Litter Box,169,165.12,593,993.9,3127.14,profitable,high,3/29/2021,603,603,Macedonia,2423,groceries,603,online payment
604,Baked Falafel Balls,507,5875.49,619,4805.55,2785.34,loss-making,medium,8/27/2021,604,604,Yemen,,clothing,604,cash
605,Organic Granola,205,3423.59,288,-260.02,1547.13,loss-making,medium,2/28/2021,605,605,China,,clothing,605,credit card
606,Electric Opener for Jars and Bottles,483,6809.0,658,-316.89,-53.78,profitable,high,10/20/2021,606,606,China,,groceries,606,cash
607,Comfortable Jogger Pants,63,7311.27,518,1999.94,-589.99,loss-making,high,3/5/2021,607,607,China,,groceries,607,credit card
608,Instant Read Meat Thermometer,501,7449.75,36,791.44,272.21,break-even,high,11/1/2021,608,608,France,93104 CEDEX,electronics,608,online payment
609,Travel Makeup Organizer,425,8233.67,394,834.05,1085.49,loss-making,high,1/13/2021,609,609,Philippines,9104,electronics,609,credit card
610,Avocado Oil Mayo,564,8813.23,619,346.17,4880.12,profitable,high,3/20/2021,610,610,Indonesia,,clothing,610,cash
611,Emergency Preparedness Kit,220,1533.86,871,4673.95,4706.25,profitable,high,10/30/2021,611,611,Peru,,clothing,611,cash
612,Wall Decals for Kids,83,9661.65,318,2212.42,2277.99,loss-making,medium,1/1/2021,612,612,Indonesia,,clothing,612,credit card
613,Magnet Travel Fridge Magnets,505,9502.01,939,1884.14,-2998.62,profitable,medium,10/24/2021,613,613,Greece,,groceries,613,cash
614,Travel Laundry Bag,159,4213.7,125,968.88,4949.86,profitable,medium,8/27/2021,614,614,Palestinian Territory,,clothing,614,online payment
615,Salt and Pepper Grinder Set,781,1444.02,938,4388.64,-3286.38,loss-making,medium,6/20/2021,615,615,Czech Republic,507 43,clothing,615,cash
616,Garlic Herb Cream Cheese,974,6533.38,486,1079.54,-1161.56,break-even,low,8/25/2021,616,616,Oman,,groceries,616,cash
617,Natural Fruit Snacks,42,1042.7,374,2291.31,4147.33,break-even,high,7/7/2021,617,617,Thailand,20270,electronics,617,online payment
618,Buffalo Cauliflower Bites,503,2592.46,597,4220.83,4482.54,break-even,medium,1/10/2021,618,618,Philippines,0801,clothing,618,cash
619,Compact Pop-Up Tent,714,7214.99,695,4435.02,-4307.72,break-even,medium,7/23/2021,619,619,Peru,,groceries,619,credit card
